全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
,,白鬚東地区,,,130001.0,,墨田区堤通,,東京都,,,,35.732935,139.814451,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,都営文花一丁目住宅一帯,,,130001.0,,墨田区文花,,東京都,,,,35.708737,139.822234,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,両国地区,,,130001.0,,墨田区横網,,東京都,,,,35.69783,139.794069,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,荒川・四ツ木橋緑地,,,130001.0,,墨田区墨田、東墨田、八広,,東京都,,,,35.729089,139.829571,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,墨田区役所・隅田公園自由広場一帯,,,130001.0,,墨田区吾妻橋、向島,,東京都,,,,35.714403,139.805418,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,錦糸公園,,,130001.0,,墨田区錦糸,,東京都,,,,35.699023,139.816427,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,立花一丁目団地一帯,,,130001.0,,墨田区立花,,東京都,,,,35.705249,139.830278,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,大島・北砂団地一帯,,,130001.0,,江東区大島、北砂,,東京都,,,,35.686537,139.829868,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,公社南砂二丁目団地一帯,,,130001.0,,江東区南砂,,東京都,,,,35.671935,139.823152,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,辰巳団地・潮見運動公園一帯,,,130001.0,,江東区潮見、辰巳,,東京都,,,,35.648375,139.812351,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,猿江恩賜公園一帯,,,130001.0,,江東区猿江、住吉、毛利,,東京都,,,,35.689373,139.818399,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,亀戸・大島・小松川地区,,,130001.0,,江東区大島、江戸川区小松川、平井,,東京都,,,,35.689844,139.849468,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,清澄庭園,,,130001.0,,江東区清澄,,東京都,,,,35.679241,139.796571,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,東京海洋大学一帯,,,130001.0,,江東区越中島,,東京都,,,,35.669731,139.790134,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,亀戸中央公園,,,130001.0,,江東区亀戸,,東京都,,,,35.700808,139.836783,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,都営東砂二丁目住宅一帯,,,130001.0,,江東区東砂,,東京都,,,,35.684778,139.84325,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,木場公園一帯,,,130001.0,,江東区木場、千石、東陽、平野、三好,,東京都,,,,35.672989,139.808189,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,亀戸二丁目団地一帯,,,130001.0,,江東区亀戸,,東京都,,,,35.700129,139.82121,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,南砂三丁目公園一帯,,,130001.0,,江東区南砂,,東京都,,,,35.669926,139.832711,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,新南大井ビル,,,131091.0,,品川区南大井1-13-4,,品川区,,,,35.59497,139.736901,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,第一ホテル東京シーフォート,,,131091.0,,品川区東品川2-3-14,,品川区,,,,35.624369,139.751303,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,リバーサイドマンションＡ棟・Ｂ棟,,,131091.0,,品川区東大井2-17-14,,品川区,,,,35.599644,139.741182,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,第三東個マンション,,,131091.0,,品川区南大井1-17-6,,品川区,,,,35.593997,139.738824,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東大井スカイハイツ,,,131091.0,,品川区東大井2-13-10,,品川区,,,,35.600893,139.739686,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,ステーションプラザ立会川,,,131091.0,,品川区東大井2-23-4,,品川区,,,,35.598559,139.738554,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,サンライフ東品川,,,131091.0,,品川区東品川1-28-11,,品川区,,,,35.620005,139.744965,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,ニックハイム北品川,,,131091.0,,品川区北品川1-22-17,,品川区,,,,35.622083,139.74056,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,㈱コナミスポーツ＆ライフ,,,131091.0,,品川区東品川4-10-1,,品川区,,,,35.607945,139.74587,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,來福寺,,,131091.0,,品川区東大井3-13-1,,品川区,,,,35.601805,139.737672,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,アイルサイドテラス,,,131091.0,,品川区東品川1-32-3,,品川区,,,,35.620055,139.746163,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,六行会総合ビル,,,131091.0,,品川区北品川2-32-3,,品川区,,,,35.617049,139.742795,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,前田道路㈱品川営業所,,,131091.0,,品川区勝島1-3-20,,品川区,,,,35.598331,139.744164,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,上大崎シルバーセンター,,,131091.0,,品川区上大崎,,品川区,,,,35.634611,139.722027,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,日野学園,,,131091.0,,品川区東五反田2-11-1,,品川区,,,,35.624555,139.728325,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,品川学園,,,131091.0,,品川区北品川3-9-30,,品川区,,,,35.61771,139.738086,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
,,城南小学校,,,131091.0,,品川区南品川2-8-21,,品川区,,,,35.613329,139.742746,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,城南第二小学校,,,131091.0,,品川区東品川3-4-5,,品川区,,,,35.61543,139.746151,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,鮫浜小学校,,,131091.0,,品川区東大井2-10-14,,品川区,,,,35.601716,139.740669,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,浜川小学校,,,131091.0,,品川区南大井4-3-27,,品川区,,,,35.59828,139.736203,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
,,鈴ヶ森小学校,,,131091.0,,品川区南大井4-16-2,,品川区,,,,35.594478,139.735242,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,台場小学校,,,131091.0,,品川区東品川1-8-30,,品川区,,,,35.620874,139.743779,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東海中学校,,,131091.0,,品川区東品川3-30-15,,品川区,,,,35.612621,139.748971,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,浜川中学校,,,131091.0,,品川区東大井3-18-34,,品川区,,,,35.6002,139.737944,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,鈴ヶ森中学校,,,131091.0,,品川区南大井2-3-14,,品川区,,,,35.592644,139.737731,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,品川図書館,,,131091.0,,品川区北品川2-32-3,,品川区,,,,35.616935,139.742572,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東品川文化センター,,,131091.0,,品川区東品川3-32-10,,品川区,,,,35.612893,139.750593,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,南大井文化センター,,,131091.0,,品川区南大井1-12-6,,品川区,,,,35.596293,139.737546,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東品川児童センター,,,131091.0,,品川区東品川1-34-9,,品川区,,,,35.619128,139.74604,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,北品川児童センター,,,131091.0,,品川区北品川2-7-21,,品川区,,,,35.618822,139.743962,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,品川健康センター,,,131091.0,,品川区北品川3-11-22,,品川区,,,,35.616587,139.740732,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東品川職員待機寮,,,131091.0,,品川区東品川3-1-5,,品川区,,,,35.617173,139.747379,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,北品川職員待機寮,,,131091.0,,品川区北品川3-11-17,,品川区,,,,35.616129,139.74006,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東大井職員待機寮,,,131091.0,,品川区東大井2-16-12,,品川区,,,,35.600547,139.741536,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,南大井一丁目区営住宅,,,131091.0,,品川区南大井1-13-7,,品川区,,,,35.595309,139.737111,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,南大井五丁目区営住宅,,,131091.0,,品川区南大井5-7-10,,品川区,,,,35.598028,139.734161,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,南大井六丁目区営住宅,,,131091.0,,品川区南大井6-1-20,,品川区,,,,35.593164,139.731479,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,東大井三丁目区営住宅,,,131091.0,,品川区東大井3-6-18.19,,品川区,,,,35.602861,139.739397,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,第三日野小学校,,,131091.0,,品川区上大崎1-19-19,,品川区,,,,35.632801,139.723819,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
,,御殿山小学校,,,131091.0,,品川区北品川5-2-6,,品川区,,,,35.623258,139.732299,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
,,芳水小学校,,,131091.0,,品川区大崎3-12-22,,品川区,,,,35.619203,139.724769,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,第四日野小学校,,,131091.0,,品川区西五反田4-29-9,,品川区,,,,35.62563,139.712364,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,第一日野小学校,,,131091.0,,品川区西五反田6-5-32,,品川区,,,,35.622169,139.716098,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,立会小学校,,,131091.0,,品川区東大井4-15-9,,品川区,,,,35.604478,139.739689,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
,,自然教育園・聖心女子学院一帯,,,130001.0,,港区白金、白金台、品川区上大崎,,東京都,,,,35.638529,139.719575,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,品川区役所一帯,,,130001.0,,品川区広町,,東京都,,,,35.608697,139.732392,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,大井競馬場・しながわ区民公園,,,130001.0,,品川区勝島,,東京都,,,,35.592632,139.74187,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,戸越公園一帯,,,130001.0,,品川区豊町,,東京都,,,,35.610674,139.72146,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,天王洲アイル周辺,,,130001.0,,品川区東品川,,東京都,,,,35.616003,139.749266,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,大崎駅西口地区一帯,,,130001.0,,品川区大崎,,東京都,,,,35.617599,139.728031,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,林試の森公園,,,130001.0,,品川区小山台、目黒区下目黒,,東京都,,,,35.625327,139.701772,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,大井ふ頭一帯,,,130001.0,,品川区八潮、大田区城南島、東海,,東京都,,,,35.581008,139.778422,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,都営東品川一丁目アパート,,,130001.0,,品川区東品川,,東京都,,,,35.62174266,139.7436137,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,都立国際高等学校,,,131105.0,,目黒区駒場2-19-59,,目黒区,,,,35.659294,139.678892,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,駒場小学校,,,131105.0,,目黒区駒場3-11-13,,目黒区,,,,35.659817,139.682075,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,第一中学校,,,131105.0,,目黒区大橋2-11-1,,目黒区,,,,35.654632,139.686429,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,都立駒場高等学校,,,131105.0,,目黒区大橋2-18-1,,目黒区,,,,35.654988,139.685451,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,菅刈小学校及び菅刈公園,,,131105.0,,目黒区青葉台3-3-26、2-11-25,,目黒区,,,,35.651507,139.692404,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,
,,東山中学校,,,131105.0,,目黒区東山1-24-31,,目黒区,,,,35.646476,139.690227,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,東山小学校,,,131105.0,,目黒区東山2-24-25,,目黒区,,,,35.64692,139.685758,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,烏森小学校,,,131105.0,,目黒区上目黒3-37-27,,目黒区,,,,35.644365,139.692883,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,めぐろ学校サポートセンター,,,131105.0,,目黒区中目黒3-6-10,,目黒区,,,,35.639305,139.702768,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,中目黒小学校,,,131105.0,,目黒区中目黒3-13-32,,目黒区,,,,35.640072,139.698828,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,田道小学校,,,131105.0,,目黒区目黒1-15-28,,目黒区,,,,35.637594,139.709168,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,下目黒小学校,,,131105.0,,目黒区目黒2-7-9,,目黒区,,,,35.63426,139.709213,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,大鳥中学校,,,131105.0,,目黒区下目黒3-23-18,,目黒区,,,,35.630796,139.707607,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,不動小学校,,,131105.0,,目黒区下目黒6-11-35,,目黒区,,,,35.627081,139.699099,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,上目黒小学校,,,131105.0,,目黒区五本木1-12-13,,目黒区,,,,35.638735,139.690425,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,都立目黒高等学校,,,131105.0,,目黒区祐天寺2-7-15,,目黒区,,,,35.637093,139.69453,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,油面小学校,,,131105.0,,目黒区中町1-5-4,,目黒区,,,,35.632429,139.698664,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,目黒中央中学校,,,131105.0,,目黒区中町2-37-38,,目黒区,,,,35.634695,139.693894,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,五本木小学校,,,131105.0,,目黒区五本木2-24-3,,目黒区,,,,35.634187,139.687943,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,鷹番小学校,,,131105.0,,目黒区中央町1-20-26,,目黒区,,,,35.627744,139.689976,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,碑文谷公園及び碑文谷体育館,,,131105.0,,目黒区碑文谷6-9-11、6-12-43,,目黒区,,,,35.62655,139.682084,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,月光原小学校,,,131105.0,,目黒区目黒本町4-15-3,,目黒区,,,,35.623015,139.694919,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,向原小学校,,,131105.0,,目黒区目黒本町6-7-15,,目黒区,,,,35.618716,139.695783,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,
,,第七中学校,,,131105.0,,目黒区碑文谷1-1-33,,目黒区,,,,35.622923,139.691764,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,碑小学校,,,131105.0,,目黒区碑文谷1-18-2,,目黒区,,,,35.619615,139.690589,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,原町小学校,,,131105.0,,目黒区原町2-18-12,,目黒区,,,,35.615525,139.690664,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,第九中学校,,,131105.0,,目黒区洗足1-29-26,,目黒区,,,,35.61356,139.694883,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,第八中学校,,,131105.0,,目黒区碑文谷4-19-25,,目黒区,,,,35.619685,139.682495,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,大岡山小学校,,,131105.0,,目黒区平町2-3-1,,目黒区,,,,35.615482,139.683004,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,中根小学校,,,131105.0,,目黒区緑が丘1-1-1,,目黒区,,,,35.612637,139.678543,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,第十一中学校,,,131105.0,,目黒区緑が丘1-8-1,,目黒区,,,,35.609469,139.679024,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,緑ヶ丘小学校,,,131105.0,,目黒区緑が丘2-13-1,,目黒区,,,,35.610299,139.673449,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,宮前小学校,,,131105.0,,目黒区八雲3-13-21,,目黒区,,,,35.615365,139.66688,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,めぐろ区民キャンパス及び都立桜修館中等教育学校,,,131105.0,,目黒区八雲1-1-1、1-1-2,,目黒区,,,,35.62105,139.673578,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,八雲小学校,,,131105.0,,目黒区八雲2-5-1,,目黒区,,,,35.618062,139.671255,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,第十中学校,,,131105.0,,目黒区八雲5-2-1,,目黒区,,,,35.62432,139.668677,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,東根小学校,,,131105.0,,目黒区東が丘1-20-1,,目黒区,,,,35.627158,139.668027,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
,,自由ヶ丘学園高等学校,,,131105.0,,目黒区自由が丘2-21-1,,目黒区,,,,35.612244,139.666511,,,,,,,,,,,,,1.0,,,,,,,,,,,
,,駒場東大一帯,,,130001.0,,目黒区駒場、世田谷区北沢、渋谷区松濤、富ヶ谷,,東京都,,,,35.661123,139.682773,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,中目黒公園一帯,,,130001.0,,目黒区中目黒、渋谷区恵比寿南,,東京都,,,,35.640872,139.704927,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,世田谷公園一帯,,,130001.0,,目黒区東山、世田谷区池尻,,東京都,,,,35.643482,139.682335,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,東京工業大学,,,130001.0,,目黒区大岡山、緑ヶ丘、大田区石川町、北千束,,東京都,,,,35.605894,139.68286,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,駒沢オリンピック公園一帯,,,130001.0,,目黒区東が丘、八雲、世田谷区駒沢、駒沢公園、深沢,,東京都,,,,35.625508,139.661395,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,恵比寿ガーデンプレイス,,,130001.0,,目黒区三田、渋谷区恵比寿,,東京都,,,,35.642023,139.714262,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,駒場地区,,,130001.0,,目黒区駒場、大橋、世田谷区池尻,,東京都,,,,35.656225,139.688141,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,平和島地区,,,130001.0,,大田区大森東、平和島、平和の森公園,,東京都,,,,35.582202,139.74606,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,昭和島野球場一帯,,,130001.0,,大田区昭和島,,東京都,,,,35.570786,139.747504,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,森ヶ崎公園,,,130001.0,,大田区大森南,,東京都,,,,35.563619,139.750319,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,東京国際空港天空橋周辺,,,130001.0,,大田区羽田空港,,東京都,,,,35.549545,139.75694,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,萩中公園,,,130001.0,,大田区萩中、本羽田,,東京都,,,,35.549954,139.737839,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,旧蒲田電車区周辺一帯,,,130001.0,,大田区蒲田本町、新蒲田、西六郷、仲六郷,,東京都,,,,35.558007,139.712856,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,池上本門寺一帯,,,130001.0,,大田区池上,,東京都,,,,35.576375,139.706625,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,多摩川河川敷・ガス橋一帯,,,130001.0,,大田区鵜の木、下丸子、多摩川、田園調布本町、田園調布南、矢口,,東京都,,,,35.574845,139.674528,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,多摩川河川敷・田園調布先一帯,,,130001.0,,大田区田園調布、世田谷区上野毛、玉堤、野毛,,東京都,,,,35.605325,139.634677,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,洗足池公園一帯,,,130001.0,,大田区南千束,,東京都,,,,35.602287,139.691647,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,砧南中学校,,,131121.0,,世田谷区鎌田3-13-20,,世田谷区,,,,35.62145,139.613673,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,宮坂区民センター,,,131121.0,,世田谷区宮坂1-24-6,,世田谷区,,,,35.647947,139.64476,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,池之上青少年会館,,,131121.0,,世田谷区代沢2-37-18,,世田谷区,,,,35.659349,139.673361,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,成城さくら児童館,,,131121.0,,世田谷区成城3-18-23,,世田谷区,,,,35.634124,139.597605,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,瀬田地区会館,,,131121.0,,世田谷区瀬田4-18-11,,世田谷区,,,,35.62141,139.627342,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,尾山台地区会館,,,131121.0,,世田谷区等-力2-17-14,,世田谷区,,,,35.605684,139.652563,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,上野毛地区会館,,,131121.0,,世田谷区中町2-33-11,,世田谷区,,,,35.611467,139.640931,,,,,,,,,,,1.0,,,,,,,,,,,,,
,,池尻区民集会所,,,131121.0,,世田谷区池尻3-27-21,,世田谷区,,,,35.650093,139.678684,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
,,経堂地区会館,,,131121.0,,世田谷区経堂3-37-13,,世田谷区,,,,35.652044,139.63218,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,下馬地区会館,,,131121.0,,世田谷区下馬4-13-4,,世田谷区,,,,35.636136,139.678933,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,上馬地区会館,,,131121.0,,世田谷区上馬4-10-17,,世田谷区,,,,35.635299,139.662542,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,北沢タウンホール,,,131121.0,,世田谷区北沢2-8-18,,世田谷区,,,,35.662234,139.669691,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,松沢区民集会所,,,131121.0,,世田谷区赤堤5-31-5,,世田谷区,,,,35.665738,139.638358,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,玉川区民会館,,,131121.0,,世田谷区等-力3-4-1,,世田谷区,,,,35.605972,139.652575,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,都立園芸高校,,,131121.0,,世田谷区深沢5-38-1,,世田谷区,,,,35.619086,139.648587,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,東京都市大学等々力キャンパス,,,131121.0,,世田谷区等-力8-9-18,,世田谷区,,,,35.613824,139.651053,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,祖師谷小学校,,,131121.0,,世田谷区祖師谷3-49-1,,世田谷区,,,,35.646044,139.604631,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,千歳小学校,,,131121.0,,世田谷区成城9-6-1,,世田谷区,,,,35.651864,139.59792,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,希望丘複合施設（区民集会所）,,,131121.0,,世田谷区船橋6-25-1,,世田谷区,,,,35.659484,139.620832,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,山野小学校,,,131121.0,,世田谷区砧6-7-1,,世田谷区,,,,35.643609,139.613305,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,区立大蔵第二運動場体育館,,,131121.0,,世田谷区大蔵4-7-1,,世田谷区,,,,35.631555,139.614944,,,,,,,,,,1.0,,,,,,,,,,,,,,
,,上北沢区民センター,,,131121.0,,世田谷区上北沢3-8-9,,世田谷区,,,,35.6676,139.625504,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,上祖師谷地区会館,,,131121.0,,世田谷区上祖師谷4-5-6,,世田谷区,,,,35.65363,139.596605,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,烏山区民センター,,,131121.0,,世田谷区南烏山6-2-19,,世田谷区,,,,35.668885,139.600615,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
,,日本大学文理学部一帯,,,130001.0,,世田谷区桜上水,,東京都,,,,35.663591,139.633319,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,羽根木公園一帯,,,130001.0,,世田谷区代田、松原,,東京都,,,,35.658095,139.65432,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,昭和女子大学一帯,,,130001.0,,世田谷区下馬、太子堂,,東京都,,,,35.643536,139.677175,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,都立園芸高校,,,130001.0,,世田谷区深沢,,東京都,,,,35.618583,139.64771,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,砧公園・大蔵運動公園一帯,,,130001.0,,世田谷区大蔵、砧公園,,東京都,,,,35.629673,139.612748,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,馬事公苑・東京農業大学一帯,,,130001.0,,世田谷区上用賀、桜、桜台,,東京都,,,,35.638378,139.632344,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,祖師谷公園・総合工科高校一帯,,,130001.0,,世田谷区上祖師谷、成城,,東京都,,,,35.651328,139.595024,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,第一生命グランド一帯,,,130001.0,,世田谷区上祖師谷、給田,,東京都,,,,35.662175,139.594521,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,芦花公園・明大八幡山グランド一帯,,,130001.0,,世田谷区粕谷、八幡山、船橋,,東京都,,,,35.662482,139.617189,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,玉川野毛町公園一帯,,,130001.0,,世田谷区野毛,,東京都,,,,35.604902,139.64295,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,成城学園一帯,,,130001.0,,世田谷区成城,,東京都,,,,35.643486,139.60113,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,国士舘大学一帯,,,130001.0,,世田谷区梅丘、世田谷、若林,,東京都,,,,35.647892,139.653404,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,きたみふれあい広場一帯,,,130001.0,,世田谷区喜多見,,東京都,,,,35.63833,139.588666,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,学芸大学附属高校一帯,,,130001.0,,世田谷区下馬,,東京都,,,,35.634277,139.67729,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,烏山北住宅・日本女子体育大学一帯,,,130001.0,,世田谷区北烏山,,東京都,,,,35.676369,139.589017,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,多摩川河川敷・二子橋一帯,,,130001.0,,世田谷区宇奈根、鎌田、喜多見、玉川,,東京都,,,,35.614524,139.619971,,,,,,,,,,,,,,,1.0,,,,,,,,,
,,東京学芸大学附属世田谷小・中学校一帯,,,130001.0,,世田谷区深沢,,東京都,,,,35.620148,139.65842,,,,,,,,,,,,,,,1.0,,,,,,,,,
